pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
7987	Fotoğrafçılarla çevrili adam gri bir takım elbise ve gözlük takıyor	Takım elbiseli bir adam fotoğrafçılarla çevrili değil	3.6	CONTRADICTION
7989	Kameralı erkeklerle çevrili adam gri bir takım elbise ve bardak giyiyor	Takım elbiseli bir adam fotoğrafçılarla çevrili	4.0	ENTAILMENT
7990	Fotoğrafçılarla çevrili kadın gri bir takım elbise ve bardak giyiyor	Takım elbiseli bir adam fotoğrafçılarla çevrili	2.565	NEUTRAL
7993	Yüzme takımlarındaki çocuklar suda oynamıyor	Yüzme takımlarındaki çocuklar suda oynuyor	4.2	CONTRADICTION
7995	Çocuklar mayo giyiyor ve su sıçramıyor	Çocuklar takım elbise giymiyor ve su sıçramıyor	4.4	CONTRADICTION
7996	Yüzme takımlarındaki çocuklar suda oynuyor	Çocuklar mayo giyiyor ve su etrafında sıçrıyor	4.0	NEUTRAL
7998	Yüzme takımlarındaki çocuklar havuzda oynuyor	Çocuklar mayo giyiyor ve su sıçramıyor	4.0	NEUTRAL
7999	Yüzme takımlarındaki çocuklar suda oynamıyor	Çocuklar mayo giyiyor ve su sıçramıyor	3.1	NEUTRAL
8002	İnsanlar kayışlardan sarkıyor ve birbirlerini tekmeliyor	Kimse kayışlardan sarkmıyor ve birbirini tekmelemiyor	3.785	CONTRADICTION
8005	Bir kız jimnastik ipleri ile asılı	İnsanlar kayışlardan sarkıyor ve birbirlerini tekmeliyor	2.0	NEUTRAL
8006	Sarışın bir adam jimnastik halatlarla asılıyor	İnsanlar kayışlardan sarkıyor ve birbirlerini tekmeliyor	2.1	NEUTRAL
8010	Siyah beyaz giyinmiş bir adam tenis raketini tutuyor ve topu bekliyor	Siyah beyaz giyinmiş bir oyuncu tenis raketini tutuyor ve topu bekliyor	4.4	ENTAILMENT
8012	Orta maçta bir tenis oyuncusu bir raket tutuyor	Orta maçta bir tenis oyuncusu tarafından bir raket tutuluyor	4.8	ENTAILMENT
8014	Siyah beyaz giyinmiş bir adam tenis raketini tutuyor ve topu bekliyor	Orta maçta bir tenis oyuncusu tarafından bir raket tutuluyor	3.8	NEUTRAL
8018	Siyah beyaz giyinmiş bir adam tenis raketini tutuyor ve topu bekliyor	Orta maçta bir tenis oyuncusu bir raket tutuyor	4.0	NEUTRAL
8021	Kahverengi ve beyaz bir köpek çim üzerinde çalıyor	Çimen üzerinde kahverengi ve beyaz bir köpek çalıyor	4.7	ENTAILMENT
8024	Yeşil Çimen'de Bir Köpek Oynuyor	Kahverengi ve beyaz bir kedi çim üzerinde çalıyor	3.3	NEUTRAL
8025	Kahverengi ve beyaz bir köpek çim üzerinde çalıyor	Yeşil alanda bir köpek çalıyor	3.6	NEUTRAL
8028	Bronz tenli bir çocuk kameraya bakıyor	Bronz tenli bir çocuk kameraya bakıyor	4.8	ENTAILMENT
8029	Kameraya bakan bronz tenli çocuk yok	Bronz tenli bir çocuk kameraya bakıyor	3.7	CONTRADICTION
8031	Biberi olan küçük bir çocuk kamerayı izlemiyor	Biberi olan küçük bir çocuk kamerayı izliyor	3.8	CONTRADICTION
8032	Biberi olan genç bir çocuk kamerayı izliyor	Bronz tenli bir çocuk kameraya bakıyor	4.1	NEUTRAL
8037	Mavi gömlekdeki genç bir çocuk suya atlıyor	Mavi gömlekteki genç çocuk suya atlıyor	4.9	ENTAILMENT
8038	Mavi gömlekteki genç çocuk suya atlamıyor	Mavi gömlekteki genç çocuk suya atlıyor	3.9	CONTRADICTION
8039	Genç bir çocuk hareketsiz bir göle dalıyor	Genç bir çocuk hareketsiz bir göle atlıyor	5.0	ENTAILMENT
8040	Genç bir kız hareketsiz bir göle atlıyor	Genç bir çocuk hareketsiz bir göle atlıyor	3.5	NEUTRAL
8041	Mavi gömlekteki genç çocuk suya atlıyor	Genç bir çocuk hareketsiz bir göle dalıyor	4.0	NEUTRAL
8044	Genç bir çocuk hareketsiz bir göle atlıyor	Mavi gömlekteki genç çocuk suya atlamıyor	3.3	NEUTRAL
8047	İki kişi renkli sepetler ve battaniyeler taşıyor ve bir binanın yanında yürüyor	İki kişi gri sepet ve battaniye taşıyor ve bir binanın yanında yürüyor	3.5	NEUTRAL
8049	İki kişi yüklü sepetler ve battaniyelerle oturuyor	İki kişi yüklü sepetler ve battaniyelerle yürüyor	4.2	NEUTRAL
8050	İki kişi renkli sepetler ve battaniyeler taşıyor ve bir binanın yanında yürüyor	İki kişi yüklü sepetler ve renkli battaniyelerle yürüyor	4.3	NEUTRAL
8055	Genç bir kız mayoda oturuyor	Genç bir kız yüzme ekipmanında oturuyor	4.5	ENTAILMENT
8058	Genç bir çocuk mavi desenli bir mayo giyiyor, siyah ve sarı bir yüzme kapağı ve kafasında mavi yüzme gözlükleri var	Genç bir kız mavi desenli bir mayo giyiyor, siyah ve sarı bir yüzme kapağı ve kafasında mavi yüzme gözlükleri var	3.9	NEUTRAL
8059	Küçük bir kız mavi desenli bir mayo, siyah ve sarı yüzme kapağı giyiyor ve kafasında mavi yüzme gözlükleri var	Genç bir kız yüzme ekipmanında oturuyor	4.185	NEUTRAL
8060	Genç bir çocuk mavi desenli bir mayo giyiyor, siyah ve sarı bir yüzme kapağı ve kafasında mavi yüzme gözlükleri var	Genç bir kız yüzme ekipmanında oturuyor	2.9	NEUTRAL
8064	Bir köpek karlı bir yolda koşuyor	Bir köpek karlı bir yolda koşuyor	4.5	ENTAILMENT
8065	Bir köpek çamurlu bir yolda koşuyor	Bir köpek karlı bir yolda koşuyor	3.5	NEUTRAL
8067	Kahverengi bir köpek karlı bir patikadan geçiyor	Beyaz bir köpek karlı bir patikadan geçiyor	3.4	NEUTRAL
8068	Kahverengi bir köpek karlı bir yoldan geçiyor	Bir köpek karlı bir yolda koşuyor	4.5	ENTAILMENT
8069	Beyaz bir köpek karlı bir patikadan geçiyor	Bir köpek karlı bir yolda koşuyor	4.3	ENTAILMENT
8071	Bir köpek çamurlu bir yolda koşuyor	Kahverengi bir köpek karlı bir patikadan geçiyor	3.4	NEUTRAL
8072	Kahverengi bir köpek karlı bir patikadan geçiyor	Bir köpek karlı bir yolda koşuyor	4.0	ENTAILMENT
8073	Beyaz kıyafetler ve kırmızı koruyucu dişli iki erkek çocuk bir paspas üzerinde tartışıyor	Beyaz kıyafetler ve kırmızı koruyucu dişli iki çocuk bir paspas üzerinde tartışıyor	4.3	ENTAILMENT
8076	İki erkek yeşil bir paspas üzerinde dövüş sanatları yapıyor	İki erkek mavi bir paspas üzerinde dövüş sanatları yapıyor	3.9	NEUTRAL
8077	İki çocuk mavi bir paspas üzerinde dövüş sanatları yapıyor	Beyaz kıyafetler ve kırmızı koruyucu dişli iki çocuk bir paspas üzerinde tartışıyor	3.8	NEUTRAL
8079	İki erkek mavi bir paspas üzerinde dövüş sanatları yapıyor	Beyaz kıyafetler ve kırmızı koruyucu dişli iki erkek çocuk bir paspas üzerinde tartışıyor	3.4	NEUTRAL
8084	Siyah beyaz bir köpek kırık bir voleybolla oynuyor	Siyah beyaz bir köpek kırık bir topla oynuyor	4.5	ENTAILMENT
8089	Siyah beyaz bir köpek kahverengi bir alanda bir frizbi ile oynuyor	Siyah beyaz bir köpek kırık bir voleybolla oynuyor	3.6	NEUTRAL
8090	Siyah beyaz bir köpek kahverengi bir alanda püskü bir voleybolla oynuyor	Siyah beyaz bir köpek kırık bir voleybolla oynuyor	4.3	ENTAILMENT
8091	Kasktaki genç bir çocuk yolda bisiklet sürüyor	Kasktaki genç bir çocuk tarafından yolda bisiklet sürüldü	4.9	ENTAILMENT
8092	Kasktaki genç bir çocuk çimlere bisiklet sürüyor	Kasktaki genç bir çocuk yolda bisiklet sürüyor	3.5	NEUTRAL
8093	Küçük çocuk bir yarışta bisiklet sürüyor	Bir yarışta küçük çocuk tarafından bisiklet sürülüyor	4.8	ENTAILMENT
8094	Küçük çocuk bir yarışta bisiklet sürüyor	Küçük kız bir yarışta bisiklet sürüyor	3.6	NEUTRAL
8095	Bir yarışta küçük çocuk tarafından bisiklet sürülüyor	Kasktaki genç bir çocuk yolda bisiklet sürüyor	3.6	NEUTRAL
8096	Kasktaki genç bir çocuk yolda bisiklet sürüyor	Küçük kız bir yarışta bisiklet sürüyor	3.0	NEUTRAL
8104	Bir kadın kahverengi madde ile bulaşıyor ve bulanık bir kalabalık arka planda	Üstsüz bir kadın çamurla kaplanıyor	3.4	NEUTRAL
8105	Üstsüz bir kadın kahverengi madde ile bulaşıyor ve arka planda kimse yok	Üstsüz bir kadın çamurla kaplanıyor	4.0	NEUTRAL
8108	Üstsüz bir kadın çamurla kaplanıyor	Üstsüz bir kadın kahverengi bir madde ile bulaşıyor ve arka planda bulanık bir kalabalık	3.8	NEUTRAL
8109	İki erkek ve bir adam bir arcade'de oyun oynuyor	İki çocuk ve bir adam bir arcade'de oyun oynuyor	4.6	ENTAILMENT
8110	İki çocuk ve bir adam bir arcade'de oyun oynuyor	İki çocuk ve bir kadın bir arcade'de oyun oynuyor	3.7	NEUTRAL
8112	Bir aile bir otomattan bir şey satın almıyor	Bir aile otomattan bir şey satın alıyor	3.8	CONTRADICTION
8119	Bir kadın amigo kız bir erkek amigo kızının dizine atlıyor	Bir kadın amigo kızı bir erkek amigo kızının dizinde oturuyor	3.58	NEUTRAL
8120	Bazı ponpon kızlar mola veriyor	Bazı ponpon kızlar dinleniyor	4.45	ENTAILMENT
8121	Bazı ponpon kızlar mola veriyor	Bazı ponpon kızlar dans ediyor	3.8	NEUTRAL
8124	Bazı ponpon kızlar mola veriyor	Bir kadın ponpon kız bir adamın dizinde oturuyor	2.9	NEUTRAL
8126	Bir kadın amigo kızı bir erkek amigo kızının dizinde oturuyor	Bazı ponpon kızlar mola veriyor	3.5	NEUTRAL
8127	Bir grup insan içecek tutuyor ve kameraya işaret ediyor	Kameraya işaret eden insanlar tarafından içecekler tutuluyor	4.8	ENTAILMENT
8129	Birkaç genç bir fotoğraf için poz veriyor ve bira tutuyor	Birkaç genç bir fotoğraf için poz veriyor ve içecek tutuyor	4.5	ENTAILMENT
8130	Birkaç genç bir fotoğraf için poz veriyor ve bira tutuyor	Birkaç yaşlı insan bir fotoğraf ve bira tutuyor	3.265	NEUTRAL
8134	Birkaç genç bir fotoğraf için poz veriyor ve bira tutuyor	Bir grup insan yiyecek tutuyor ve kameraya işaret ediyor	3.3	NEUTRAL
8136	Kızıl saçlı ve kırmızı kaşları olan bir kız konuşuyor	Kızıl saçlı ve kırmızı kaşları olan bir kız ortada	4.6	ENTAILMENT
8143	Kızıl saçlı ve kırmızı kaşları olan bir kız ortada	Kızın kızıl saçları ve kaşları, kulakta birkaç piercing ve arkada dövme var	3.4	NEUTRAL
8145	Mavi bir kadının eldivede sarı bir top var	Mavi bir kadının elinde sarı bir top var	3.8	NEUTRAL
8147	Blue Girl Weed, Jersey'de bir numara ile temel koşucuyu kovalıyor	Blue Girl, Jersey'de bir numara ile oyuncuyu kovalıyor	4.4	ENTAILMENT
8152	Blue Girl Weed, Jersey'de bir numara ile temel koşucuyu kovalıyor	Mavi bir adamın eldivede sarı bir top var	2.7	NEUTRAL
8155	Genç adam kaya tırmanışı değil	Genç adam kaya tırmanıyor	4.2	CONTRADICTION
8156	Mor şapkalı bir adam çıplak ellerle kayalık bir duvara tırmanıyor	Kaya duvarı, çıplak ellerle mor şapkalı bir adam tarafından tırmanılır	4.9	ENTAILMENT
8157	Mor şapkalı bir adam çıplak ellerle kayalık bir duvara tırmanmıyor	Mor şapkalı bir adam çıplak ellerle kayalık bir duvara tırmanıyor	3.6	CONTRADICTION
8158	Kaya duvarı, çıplak ellerle mor şapkalı bir adam tarafından tırmanılır	Genç adam kaya tırmanıyor	4.2	ENTAILMENT
8159	Mor şapkalı bir adam çıplak ellerle kayalık bir duvara tırmanmıyor	Genç adam kaya tırmanıyor	2.8	NEUTRAL
8161	Mor şapkalı bir adam çıplak ellerle kayalık bir duvara tırmanıyor	Genç adam kaya tırmanışı değil	3.3	NEUTRAL
8162	Mor şapkalı bir adam çıplak ellerle kayalık bir duvara tırmanıyor	Genç adam kaya tırmanıyor	3.7	NEUTRAL
8165	Sarı bir kadın sarı bir aracın çatısında oturuyor ve iki kişi içeride	Sarı saçlı bir kadın sarı bir aracın çatısında oturuyor ve iki kişi içeride	4.5	ENTAILMENT
8168	İki kişi bir cip sürüyor ve üstünde bir bayan oturuyor	Sarı bir kadın sarı bir aracın çatısında oturuyor ve iki kişi dışarıda	2.5	NEUTRAL
8173	Büyük kahverengi bir kedi kırmızı bir engelin üzerinden atlıyor	Büyük kahverengi bir köpek kırmızı bir engelin üzerinden atlıyor	3.4	NEUTRAL
8175	Kahverengi ve beyaz bir köpek kırmızı, sarı ve beyaz bir engelin üzerinden atlıyor	Kahverengi ve beyaz bir köpek kırmızı, sarı ve beyaz bir engelin altından geçiyor	4.1	NEUTRAL
8177	Kahverengi ve beyaz bir köpek kırmızı, sarı ve beyaz bir engelin altından geçiyor	Büyük kahverengi bir köpek kırmızı bir engelin üzerinden atlıyor	3.1	NEUTRAL
8179	Kahverengi ve beyaz bir köpek kırmızı, sarı ve beyaz bir engelin üzerinden atlıyor	Büyük kahverengi bir kedi kırmızı bir engelin üzerinden atlıyor	2.8	NEUTRAL
8180	Kahverengi ve beyaz bir köpek kırmızı, sarı ve beyaz bir engelin üzerinden atlıyor	Büyük kahverengi bir köpek kırmızı bir engelin üzerinden atlıyor	4.0	NEUTRAL
8184	Sarı bir köpek musluktan içme suyu	Sarı bir köpek musluktan içme suyu değil	3.6	CONTRADICTION
8186	Sarı köpek bir şişeden içme suyu	Sarı bir köpek musluktan içme suyu değil	4.3	NEUTRAL
8187	Sarı köpek bir kaptan içme suyu	Sarı bir köpek musluktan içme suyu	3.9	NEUTRAL
8189	Sarı bir köpek musluktan içme suyu	Sarı köpek bir şişeden içme suyu	3.8	CONTRADICTION
8190	Ormanlık bir alanın yakınında basamakların önünde duran ve oynayan yetişkinler ve çocuklar	Ormanlık bir alanın yakınında bir merdivenin önünde duran ve oynayan yetişkinler ve çocuklar	4.8	ENTAILMENT
8191	Yetişkinler ve çocuklar bir çöl alanının yakınındaki basamakların önünde duruyor ve oynuyorlar	Ormanlık bir alanın yakınında basamakların önünde duran ve oynayan yetişkinler ve çocuklar	3.6	NEUTRAL
8192	Yetişkinler ve çocuklar bir açık hava oturma düzenlemesinin yakınında gruplandırılıyor	Yetişkinler ve çocuklar bir açık hava oturma düzenlemesinin yakınında toplanıyor	5.0	ENTAILMENT
8194	Ormanlık bir alanın yakınında basamakların önünde duran ve oynayan yetişkinler ve çocuklar	Yetişkinler ve çocuklar bir açık hava oturma düzenlemesinin yakınında gruplandırılıyor	2.8	NEUTRAL
8195	Yetişkinler ve çocuklar bir açık hava oturma düzenlemesinin yakınında toplanmaz	Ormanlık bir alanın yakınında basamakların önünde duran ve oynayan yetişkinler ve çocuklar	2.9	NEUTRAL
8196	Yetişkinler ve çocuklar bir açık hava oturma düzenlemesinin yakınında toplanıyor	Ormanlık bir alanın yakınında bir merdivenin önünde duran ve oynayan yetişkinler ve çocuklar	2.8	NEUTRAL
8199	Beyaz elbiseli bir gelin aşağı bakıyor	Beyaz peçe olan bir gelin aşağı bakıyor	4.435	NEUTRAL
8200	Siyah peçe olan bir gelin aşağı bakıyor	Beyaz peçe olan bir gelin aşağı bakıyor	3.5	NEUTRAL
8201	Bir kadın aşağı bakıyor ve gelinlik giyiyor	Bir kadın aşağı bakıyor ve düğün peçe giyiyor	4.5	ENTAILMENT
8206	Siyah peçe olan bir gelin aşağı bakıyor	Bir kadın aşağı bakıyor ve düğün peçe giyiyor	3.8	ENTAILMENT
8210	Bir kızın yanaklarda siyah ve turuncu yamaları vardır	Bir kızın yanaklarda renkli yamalar var	4.2	ENTAILMENT
8211	Yanaklarda siyah ve turuncu yamaları olan kız yok	Bir kızın yanaklarda siyah ve turuncu yamaları vardır	3.8	CONTRADICTION
8213	Yanaklarda siyah ve turuncu yamaları olan kız yok	Bir kız bir grupta duruyor ve siyah gömlek ve pembe boncuklar giyiyor	2.6	NEUTRAL
8215	Bir kızın yanaklarda siyah ve turuncu yamaları vardır	Bir kız yalnız duruyor ve siyah bir gömlek ve pembe boncuklar giyiyor	2.3	NEUTRAL
8216	Bir kız bir grupta duruyor ve siyah gömlek ve pembe boncuklar giyiyor	Bir kızın yanaklarda siyah ve turuncu yamaları vardır	2.0	NEUTRAL
8217	Çimenli bir tarlada iki büyük köpek frolicking yapıyor	Bir tarlada iki büyük köpek frolicking yapıyor	4.7	ENTAILMENT
8219	İki köpek yüksek çimden geçiyor	İki hayvan yüksek çimden geçiyor	4.8	ENTAILMENT
8223	Bir tarlada iki büyük köpek frolicking yapıyor	İki köpek yüksek çimden geçiyor	3.9	NEUTRAL
8225	İki köpek yüksek çimden geçiyor	Çimenli bir tarlada iki büyük köpek frolicking yapıyor	3.8	NEUTRAL
8227	Beyaz bir köpek kayalık bir manzarada koşuyor	Bir siyah köpek kayalık bir manzaraya koşuyor	3.7	NEUTRAL
8228	Siyah bir köpek kayalık arazide yürüyor	Siyah bir köpek kayalık arazide hareket ediyor	4.3	ENTAILMENT
8230	Bir siyah köpek kayalık bir manzaraya koşuyor	Siyah bir köpek kayalık arazide hareket ediyor	4.3	ENTAILMENT
8233	Siyah bir köpek kayalık arazide yürüyor	Beyaz bir köpek kayalık bir manzarada koşuyor	3.0	NEUTRAL
8246	Bazı genç kir bisikletçileri kumlu bir tepeye kir bisiklet alıyor	Bazı genç bisikletçiler bir kumlu tepeye kir bisiklet alıyor	4.4	ENTAILMENT
8247	Bazı genç kir bisikletçileri kumlu bir tepeye kir bisiklet alıyor	Bazı eski kir bisikletçileri kumlu bir tepeye kir bisiklet alıyor	4.0	NEUTRAL
8248	Genç bir adam bir motokros bisikletini bir toprak tepeye itiyor	Bazı genç bisikletçiler bir kumlu tepeye kir bisiklet alıyor	4.0	NEUTRAL
8249	Genç bir adam bir motokros bisikletini bir toprak tepeye itiyor	Bazı eski kir bisikletçileri kumlu bir tepeye kir bisiklet alıyor	3.3	NEUTRAL
8251	Bazı genç kir bisikletçileri kumlu bir tepeye kir bisiklet alıyor	Genç bir adam bir motokros bisikletini bir toprak tepeden aşağı itiyor	2.9	NEUTRAL
8258	Genç bir adam ve bir kadın okyanusun yakınındaki tahtada bisiklet sürüyor	Orta yaşlı bir erkek ve kadın suyun yanında bir yolda bisiklet sürüyor	3.2	NEUTRAL
8264	Yayalar ve arabalar büyük bir şehirde bir trafik sıkışıklığından geçiyor	Yayalar ve arabalar büyük şehirde bir trafik sıkışıklığından geçiyor	5.0	ENTAILMENT
8266	Bazı insanlar ve araçlar kalabalık bir sokakta	Yayalar ve arabalar büyük şehirde bir trafik sıkışıklığından geçiyor	3.8	ENTAILMENT
8267	Yayalar ve arabalar küçük bir şehirde trafik sıkışıklığından geçiyor	Bazı insanlar ve araçlar kalabalık bir sokakta	3.9	NEUTRAL
8269	Bazı insanlar ve araçlar neredeyse boş bir sokakta	Yayalar ve arabalar büyük bir şehirde bir trafik sıkışıklığından geçiyor	2.6	NEUTRAL
8272	Bir ağacın önünde çimenli bir alanda iki kahverengi ve beyaz köpek savaşıyor	Bir ağacın arkasındaki çimenli bir alanda iki kahverengi ve beyaz köpek savaşıyor	4.2	NEUTRAL
8274	İçeride iki köpek oynuyor	Dışarıda iki köpek oynuyor	3.7	NEUTRAL
8276	İçeride iki köpek oynuyor	Bir ağacın önünde çimenli bir alanda iki kahverengi ve beyaz köpek savaşıyor	2.8	NEUTRAL
8277	Bir bitkinin önünde çimenli bir alanda iki kahverengi ve beyaz köpek savaşıyor	Dışarıda iki köpek oynuyor	3.8	NEUTRAL
8281	Sahada bir futbolcu oturuyor ve içme suyu	Sahada bir futbolcu oturuyor ve bira içiyor	2.9	NEUTRAL
8282	Bir adam çimlerin üzerinde oturuyor ve bir su şişesinden içiyor	Bir adam çimlerin üzerinde oturuyor ve bir su şişesinden içiyor	4.8	ENTAILMENT
8283	Bir adam çimlerin üzerinde oturuyor ve bir su şişesinden içiyor	Bir kadın çimlerin üzerinde oturuyor ve bir su şişesinden içiyor	4.0	NEUTRAL
8285	Sahada bir futbolcu oturuyor ve içme suyu	Bir kadın çimlerin üzerinde oturuyor ve bir su şişesinden içiyor	3.3	NEUTRAL
8288	Sahada bir futbolcu oturuyor ve içme suyu	Bir adam çimlerin üzerinde oturuyor ve bir su şişesinden içiyor	3.7	NEUTRAL
8289	Deniz kıyısında bir köpek koşuyor	Sahilde bir köpek koşuyor	4.6	ENTAILMENT
8294	Köpek kuru kumdan geçiyor	Sahilde bir köpek koşuyor	4.2	NEUTRAL
8296	Köpek ıslak kumdan geçiyor	Sahilde koşan köpek yok	2.4	NEUTRAL
8300	Tombul yüzlü bir çocuk güneş gözlüğü takıyor	Tombul yüzlü bir çocuk koyu bardak giyiyor	4.5	ENTAILMENT
8304	Tombul yüzlü bir çocuk güneş gözlüğü takıyor	Güneş gözlükleri bir erkek tarafından giyiliyor	4.5	ENTAILMENT
8305	Tombul yüzlü bir çocuk güneş gözlüğü takıyor	Bir kız güneş gözlüğü takıyor	3.3	NEUTRAL
8306	Tombul yüzlü bir çocuk güneş gözlüğü takıyor	Bir çocuk güneş gözlüğü takıyor	4.3	ENTAILMENT
8307	Çocuklar kostüm giyiyor ve bir oyun oynuyor	Çocuklar kostüm giyiyor ve bir oyun oynuyor	4.9	ENTAILMENT
8312	Çocuklar kostüm giyiyor ve bir oyun oynuyor	Boyalı yüzü olan genç bir çocuk diğer bazı çocukların yanında duruyor	2.7	NEUTRAL
8314	Boyalı yüzü olan genç bir kız diğer bazı çocukların yanında duruyor	Çocuklar kostüm giymiş ve bir oyun oynamıyor	2.9	NEUTRAL
8316	Köpekler bir pistte yarışıyor	Köpekler bir pistte koşuyor	4.7	ENTAILMENT
8317	Köpekler bir pistte yarışıyor	Bir pistte köpek yarışı yok	3.0	CONTRADICTION
8321	Bir at yarışmıyor	Köpekler bir pistte yarışıyor	2.2	NEUTRAL
8323	Bir at yarışıyor	Bir pistte köpek yarışı yok	2.7	NEUTRAL
8325	İki BMX bisikletçisi suyun önüne kir rampaları atlıyor	İki BMX bisikletçisi bir su kütlesinin önüne kir rampaları atlıyor	4.8	ENTAILMENT
8327	Bazı bisikletçiler suya yakın bir pistte akrobasi yapıyor ve bir siluet yapıyor	Bazı bisikletçiler suya yakın bir pistte havaya uçuyor ve bir siluet	4.2	ENTAILMENT
8328	Bazı bisikletçiler suya yakın bir pistte havaya uçuyor ve bir siluet	Bazı bisikletçiler suya yakın bir pistte havaya uçmuyor ve bir siluet	3.9	CONTRADICTION
8329	İki BMX bisikletçisi bir su kütlesinin önüne kir rampaları atlıyor	Bazı bisikletçiler suya yakın bir pistte akrobasi yapıyor ve bir siluet yapıyor	3.3	NEUTRAL
8330	İki BMX bisikletçisi bir su kütlesinin önüne kir rampaları atlıyor	Bazı bisikletçiler suya yakın bir pistte havaya uçmuyor ve bir siluet	3.9	NEUTRAL
8331	İki BMX bisikletçisi suyun önüne kir rampaları atlıyor	Bazı bisikletçiler suya yakın bir pistte havaya uçuyor ve bir siluet	4.1	ENTAILMENT
8333	İki BMX bisikletçisi bir su kütlesinin önüne kir rampaları atlıyor	Bazı bisikletçiler suya yakın bir pistte havaya uçuyor ve bir siluet	3.735	NEUTRAL
8335	Bir adam kaykayda bir numara yapıyor	Bir adam bisiklette hile yapıyor	2.5	NEUTRAL
8336	Bir adam açık hava park sundurmasında kaykay hilesi yapıyor	Bir adam park sundurmasında kaykay hilesi yapıyor	4.8	ENTAILMENT
8338	Bir adam park sundurmasında kaykay hilesi yapıyor	Bir adam kaykayda bir numara yapıyor	4.4	ENTAILMENT
8339	Bir kadın açık hava park sundurmasında kaykay hilesi yapıyor	Bir adam kaykayda bir numara yapıyor	3.6	NEUTRAL
8340	Bir adam açık hava park sundurmasında kaykay hilesi yapıyor	Bir kişi bir kaykayda hile yapıyor	4.3	ENTAILMENT
8345	Tam vitesli bir adam sponsor logoları olan bir kask takıyor ve kırmızı spor motosikletine biniyor	Tam vitesli bir yarışçı sponsor logoları olan bir kask takıyor ve kırmızı spor motosikletine biniyor	4.6	ENTAILMENT
8347	Tam vitesli bir adam sponsor logoları olan bir kask takıyor ve kırmızı spor motosikletine biniyor	Motokros üniformalı bir kişi kask takıyor ve kırmızı motosiklet sürüyor	3.8	NEUTRAL
8349	Tam vitesli bir yarışçı sponsor logoları olan bir kask takıyor ve kırmızı spor motosikletine biniyor	Motokros üniformalı bir adam kask takıyor ve kırmızı motosiklet sürüyor	4.3	ENTAILMENT
8351	Tam vitesli bir yarışçı sponsor logoları olan bir kask takıyor ve kırmızı spor motosikletine biniyor	Motokros üniformalı bir kişi kask takıyor ve kırmızı motosiklet sürüyor	4.1	NEUTRAL
8352	İnsanlar kırmızı bir odada kare masalarda oturuyor	İnsanlar kırmızı bir odada masalarda oturuyor	4.4	ENTAILMENT
8355	Birkaç kişi hafif bir odada küçük masalarda oturuyor	Birkaç kişi karanlık bir odada küçük masalarda oturuyor	3.9	NEUTRAL
8356	İnsanlar kırmızı bir odada kare masalarda oturuyor	Birkaç kişi karanlık bir odada küçük masalarda oturuyor	3.4	NEUTRAL
8358	Birkaç kişi karanlık bir odada küçük masalarda oturuyor	İnsanlar kırmızı bir odada masalarda oturuyor	3.7	NEUTRAL
8360	Birkaç kişi karanlık bir odada küçük masalarda oturuyor	İnsanlar kırmızı bir odada kare masalarda oturuyor	3.2	NEUTRAL
8363	Bir çocuk, bir binanın önünde taştan yapılmış bir su çeşmesinin yanından atlıyor	Bir çocuk bir binanın önünde taş su çeşmesinin yanından atlıyor	4.6	ENTAILMENT
8366	Çizgili bir gömlekli bir çocuk su çeşmesinin önüne atlıyor	Bir çocuk bir binanın önünde taş su çeşmesinin kenarına atlıyor	3.8	NEUTRAL
8367	Bir çocuk bir binanın önünde taş su çeşmesinin yanından atlıyor	Çizgili gömlekli bir çocuk su çeşmesinin önünde çalıyor	3.0	NEUTRAL
8368	Bir çocuk bir binanın önünde taş su çeşmesinin yanından atlıyor	Çizgili bir gömlekli bir çocuk su çeşmesinin arkasına atlıyor	3.4	NEUTRAL
8374	İki büyük köpek, açık renkli bir ve karanlık bir köpek, karlı arazide hızla hareket ediyor	İki köpek karlı çim ve kayalardan sıçrıyor	3.6	NEUTRAL
8376	İki köpek karlı çim ve kayalardan atlıyor	İki büyük köpek, açık renkli bir ve karanlık bir köpek, karlı araziden geçiyor	4.2	NEUTRAL
8377	Karlı çim ve kayalardan sıçrayan köpek yok	İki büyük köpek, açık renkli bir ve karanlık bir köpek, karlı araziden geçiyor	3.2	NEUTRAL
8379	Mavi bir kız yeşil bir slayt aşağı kayıyor	Mavi bir kız slayt aşağı kayıyor	4.7	ENTAILMENT
8381	Blue'daki genç kız bir slaytta eğleniyor	Blue'daki genç kız bir slaydın tadını çıkarıyor	4.7	ENTAILMENT
8384	Mavi bir kız yeşil bir slayt aşağı kayıyor	Blue'daki genç kız bir salıncakta eğleniyor	2.835	NEUTRAL
8388	Siyah bir adam büyük bir şehirdeki bir dükkanın yanında yürüyor	Büyük bir şehirdeki bir binanın yanında siyah bir adam yürüyor	4.5	ENTAILMENT
8396	Büyük bir şehirdeki bir binanın yanında siyah bir adam yürüyor	Bir adam mesafeye bakıyor ve insanlar arkasındaki binalar arasında yürüyor	3.3	NEUTRAL
8400	Bir davulcunun yanında gitar çalan adam yok	Bir adam bir davulcunun yanında gitar çalıyor	3.785	CONTRADICTION
8406	Siyah bir köpek bir havuzdan bir gölete atlıyor	Siyah bir köpek bir rıhtımdan suya atlıyor	4.5	ENTAILMENT
